Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2014,January,2014 1,England,Queenstown,Holiday / vacation,Bed and Breakfast,52,36,11879.96852,1
2014,January,2014 1,England,Wellington,Visiting friends / relatives,Staying with family or friends,57.6,17.4,3208.3930222,5
2014,January,2014 1,Finland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47,15.5,5191.030895,2
2014,January,2014 1,Finland,Queenstown,Holiday / vacation,Hotel,64.5,15.5,9508.7808295,2
2014,January,2014 1,France,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,35,30.91818181818182,5528.044691,10
2014,January,2014 1,France,Auckland,Other,Backpackers,22,58,2049.19955,1
2014,January,2014 1,France,Auckland,Visiting friends / relatives,Staying with family or friends,32,37.5,1218.5812853,2
2014,January,2014 1,France,Christchurch,Holiday / vacation,Hotel,49.5,18,7866.66816575,4
2014,January,2014 1,Germany,Auckland,Business,Bed and Breakfast,32,12,6721.374523999999,2
2014,January,2014 1,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",40.8,20.8,5494.134723333334,30
2014,January,2014 1,Germany,Auckland,Other,House / flat that you paid some rent for,22,23,1967.231568,1
2014,January,2014 1,Germany,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,47.6,22.6,3903.6307926,5
2014,January,2014 1,Germany,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",37,62,3278.71928,1
2014,January,2014 1,Germany,Christchurch,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,47.625,31.125,11460.388719625,8
2014,January,2014 1,Germany,Wellington,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32,23.5,3957.391658,2
2014,January,2014 1,Ghana,Auckland,Visiting friends / relatives,Staying with family or friends,62,29,2000,1
2014,January,2014 1,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,NA,39.5,15,5500,2
2014,January,2014 1,India,Christchurch,Holiday / vacation,Hotel,27,11.333333333333334,5140.19035,3
2014,January,2014 1,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,29.5,11,1055.743856,2
2014,January,2014 1,Ireland,Christchurch,Holiday / vacation,Hotel,45.75,16.75,2787.311613,4
2014,January,2014 1,Ireland,Christchurch,Other,House / flat that you paid some rent for,27,362,50000,1
2014,January,2014 1,Israel,Auckland,Holiday / vacation,Backpackers,38.666666666666664,26.333333333333332,4725,3
2014,January,2014 1,Italy,Auckland,Holiday / vacation,Staying with family or friends,48.666666666666664,14,7127.2873346666665,3
2014,January,2014 1,Italy,Auckland,Visiting friends / relatives,Staying with family or friends,62,59,3278.71928,1
2014,January,2014 1,Japan,Auckland,Conference / convention,House / flat that you paid some rent for,47,14.8,2225.90115376,5
2014,January,2014 1,Japan,Auckland,Education,House / flat that you paid some rent for,42,13,1592.3147859,3
2014,January,2014 1,Japan,Auckland,Holiday / vacation,House / flat that you paid some rent for,39.810810810810814,10.621621621621621,2622.1012252972973,37
2014,January,2014 1,Japan,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",37,2,5236.342897,1
2014,January,2014 1,Japan,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,36.8235294117647,12.647058823529411,4342.55852217647,17
2014,January,2014 1,Japan,Christchurch,Business,Hotel,32,3,1105.450167,1
2014,January,2014 1,"Korea, Republic of",Auckland,Business,NOT SURE,34.5,9,2572.6984414500002,2
2014,January,2014 1,"Korea, Republic of",Auckland,Conference / convention,"Youth Hostel, YMCA, YWCA",33.666666666666664,9.333333333333334,3558.633932,3
2014,January,2014 1,"Korea, Republic of",Auckland,Education,House / flat that you paid some rent for,42.833333333333336,10.166666666666666,3140.512263,6
2014,January,2014 1,"Korea, Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,41.875,8.825,2524.6268283275,40
2014,January,2014 1,"Korea, Republic of",Auckland,Other,NOT SURE,42,6,3803.4631735,4
2014,January,2014 1,"Korea, Republic of",Auckland,Visiting friends / relatives,House / flat that you paid some rent for,45.476190476190474,15.761904761904763,3138.270893942857,21
2014,January,2014 1,"Korea, Republic of",Christchurch,Visiting friends / relatives,NA,42,21,1250,2
2014,January,2014 1,Lithuania,Auckland,Other,Marae,37,34,6649.883627,1
2014,January,2014 1,Malaysia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",29.5,10.5,2269.1907305,2
2014,January,2014 1,Malaysia,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",37,3,1813.129615,1
2014,January,2014 1,Malaysia,Christchurch,Holiday / vacation,Hotel,37,11,15000,1
2014,January,2014 1,Malaysia,Wellington,Visiting friends / relatives,Staying with family or friends,42,9,5439.388846,1
2014,January,2014 1,Namibia,Wellington,Conference / convention,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",52,5,950,1
2014,January,2014 1,Netherlands,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",53.666666666666664,29,6694.051863333333,3
2014,January,2014 1,Netherlands,Auckland,Visiting friends / relatives,Staying with family or friends,52,25.333333333333332,3885.263586,3
2014,January,2014 1,Netherlands,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",62,33,3000,1
2014,January,2014 1,Netherlands,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47.55555555555556,22.666666666666668,8883.326595555556,9
2014,January,2014 1,Northern Ireland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,17,3000,1
2014,January,2014 1,Northern Ireland,Christchurch,Holiday / vacation,Hotel,67,44,10017.31429,1
2014,January,2014 1,Norway,Auckland,Visiting friends / relatives,Staying with family or friends,67,53,10000,1
2014,January,2014 1,Norway,Wellington,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",32,10,1760,1
2014,January,2014 1,Poland,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,18,3278.71928,1
2014,January,2014 1,Portugal,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,11,2459.03946,1
2014,January,2014 1,Russia,Christchurch,Holiday / vacation,Hotel,37,11,2000,1
2014,January,2014 1,Scotland,Auckland,Holiday / vacation,Backpackers,67,21,3913.622477,1
2014,January,2014 1,Scotland,Auckland,Visiting friends / relatives,Staying with family or friends,50.6,30.4,3489.3596954,5
2014,January,2014 1,Scotland,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,28,4454.9881955,2
2014,January,2014 1,Scotland,Wellington,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,29,1583.995803,1
2014,January,2014 1,Singapore,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32,12,2500,1
2014,January,2014 1,Singapore,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",27,21,3779.985718666667,3
2014,January,2014 1,Singapore,Christchurch,Visiting friends / relatives,Staying with family or friends,42,29,700,1
2014,January,2014 1,Singapore,Queenstown,Holiday / vacation,Staying with family or friends,62,7,2121.293452,1
2014,January,2014 1,Slovenia,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,26,5901.694704,1
2014,January,2014 1,South Africa,Auckland,Holiday / vacation,Staying with family or friends,27,17,2500,1
2014,January,2014 1,Spain,Auckland,Holiday / vacation,Backpackers,37,36,4918.07892,1
2014,January,2014 1,Spain,Auckland,Visiting friends / relatives,Backpackers,29.5,28,2131.167532,2
2014,January,2014 1,Spain,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",72,26,17000,1
2014,January,2014 1,Sweden,Auckland,Holiday / vacation,Hotel,53.666666666666664,17,3574.8484536666665,6
2014,January,2014 1,Sweden,Auckland,Visiting friends / relatives,Staying with family or friends,45.75,23,2323.149076,4
2014,January,2014 1,Sweden,Christchurch,Conference / convention,"Motel, Motor Inn or Serviced Apartment",57,22,6291.897704,1
2014,January,2014 1,Sweden,Christchurch,Holiday / vacation,Backpackers,42,30.333333333333332,5510.550930666666,3
2014,January,2014 1,Sweden,Queenstown,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,13,1480.446519,1
2014,January,2014 1,Switzerland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37.714285714285715,23.142857142857142,4088.445482857143,7
2014,January,2014 1,Switzerland,Auckland,Visiting friends / relatives,Staying with family or friends,33.666666666666664,29.333333333333332,4500,3
2014,January,2014 1,Switzerland,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",40,35.2,7601.961648,10
2014,January,2014 1,Taiwan,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",32,16,5982.784194,1
2014,January,2014 1,Taiwan,Christchurch,Holiday / vacation,House / flat that you paid some rent for,52,8,3943.750314,1
2014,January,2014 1,United Arab Emirates,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",47,6,800,1
2014,January,2014 1,United Arab Emirates,Christchurch,Holiday / vacation,Hotel,29.5,9.5,2943.2648959999997,2
2014,January,2014 1,United States of America,Auckland,Business,House / flat that you paid some rent for,29.5,26,2244.835258,2
2014,January,2014 1,United States of America,Auckland,Conference / convention,Staying with family or friends,67,20,1033.333333,1
2014,January,2014 1,United States of America,Auckland,Education,"Youth Hostel, YMCA, YWCA",22,63,3000,1
2014,January,2014 1,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,41.30769230769231,10.923076923076923,3146.3199592589744,39
2014,January,2014 1,United States of America,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,30.75,19.75,4620.9727125,4
2014,January,2014 1,United States of America,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,11,1962.2157734,5
2014,January,2014 1,United States of America,Queenstown,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",61.375,9.125,6317.1014754375,8
2014,January,2014 1,United States of America,Wellington,Conference / convention,Backpackers,42,5,500,1
2014,January,2014 1,United States of America,Wellington,Holiday / vacation,Hotel,68.5,15,4767.515399,2
2014,January,2014 1,Wales,Auckland,Visiting friends / relatives,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",62,20,4949.986884,1
2014,January,2014 1,Wales,Christchurch,Holiday / vacation,Staying with family or friends,62,31,1781.995278,1
2014,January,2014 2,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,52,86,3000,1
2014,January,2014 2,Canada,Auckland,Holiday / vacation,House / flat that you paid some rent for,46.125,121.625,4458.5362931875,8
2014,January,2014 2,Canada,Auckland,Other,House / flat that you paid some rent for,22,93,531.7865397,1
2014,January,2014 2,"China, People's Republic of",Auckland,Education,House / flat that you paid some rent for,37,174,5802.296903,1
2014,January,2014 2,"China, People's Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,39.5,140,16850,2
2014,January,2014 2,England,Auckland,Holiday / vacation,Staying with family or friends,62,119,7500,1
2014,January,2014 2,England,Auckland,Visiting friends / relatives,Staying with family or friends,55.75,108,5132.8624307499995,4
2014,January,2014 2,France,Auckland,Other,Staying with family or friends,22,176,5570.191688,1
2014,January,2014 2,Germany,Auckland,Education,Farm-stay or Home-stay,20,158.5,1353.755515587,2
2014,January,2014 2,Germany,Auckland,Holiday / vacation,Backpackers,36.25,104.75,8748.0110625,8
2014,January,2014 2,Germany,Auckland,Other,Farm-stay or Home-stay,20,113,13793.54839,1
2014,January,2014 2,Germany,Wellington,Holiday / vacation,House / flat that you paid some rent for,32,116,10000,1
2014,January,2014 2,Hong Kong (Special Administrative Region),Christchurch,Visiting friends / relatives,NA,67,83,8000,1
2014,January,2014 2,Ireland,Christchurch,Other,House / flat that you paid some rent for,22,149,8000,1
2014,January,2014 2,Italy,Auckland,Holiday / vacation,Backpackers,27,115,3182.966679,1
2014,January,2014 2,Japan,Auckland,Business,House / flat that you paid some rent for,62,147,4430.543076,1
2014,January,2014 2,Japan,Auckland,Holiday / vacation,Private Hotel / Guesthouse,52,131,4600,1
2014,January,2014 2,"Korea, Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,42,81.5,2945.4014310000002,4
2014,January,2014 2,Russia,Auckland,Business,House / flat that you paid some rent for,27,19,10000,1
2014,January,2014 2,Sweden,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",22,145,8785.797662,1
2014,January,2014 2,Switzerland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",26,128.5,8000,2
2014,January,2014 2,Thailand,Auckland,Education,House / flat that you paid some rent for,37,175,15000,1
2014,January,2014 2,Timor-Leste,Wellington,Education,"Motel, Motor Inn or Serviced Apartment",27,149,750,1
2014,January,2014 2,United States of America,Auckland,Business,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",32,72,800,2
2014,January,2014 2,United States of America,Auckland,Education,Hotel,22,102,228610.498,1
2014,January,2014 2,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,37,90.85714285714286,9118.693212285714,7
2014,January,2014 2,United States of America,Christchurch,Education,House / flat that you paid some rent for,22,141,2000,1
2014,January,2014 3,Australia,Auckland,Holiday / vacation,Hotel,22,195,5485.514859,1
2014,January,2014 3,Brazil,Auckland,Education,Farm-stay or Home-stay,20,170,14744.98,1
2014,January,2014 3,Canada,Auckland,Holiday / vacation,Another place where you pay to park a caravan or campervan / motorhome overnight,52,12.333333333333334,6880.105107333333,3
2014,January,2014 3,Canada,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,47,2,2700,2
2014,January,2014 3,Chile,Auckland,Holiday / vacation,House / flat that you paid some rent for,27,197,5000,1
2014,January,2014 3,"China, People's Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,43.6,41,3034.3065686,5
2014,January,2014 3,England,Auckland,Business,House / flat that you paid some rent for,27,178,11877.46711,1
2014,January,2014 3,France,Auckland,Holiday / vacation,Staying with family or friends,22,186,5501.538008,1
2014,January,2014 3,Germany,Auckland,Conference / convention,House / flat that you paid some rent for,20,3.5,3261.6261050000003,2
2014,January,2014 3,Germany,Auckland,Education,NA,20,170,15000,1
2014,January,2014 3,Germany,Auckland,Holiday / vacation,Backpackers,21,190,7324.902748500001,2
2014,January,2014 3,Germany,Auckland,Other,Farm-stay or Home-stay,20,185,7702.153211,1
2014,January,2014 3,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,27,197,60000,1
2014,January,2014 3,"Korea, Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,32,5,3900,2
2014,January,2014 3,"Korea, Republic of",Auckland,Other,House / flat that you paid some rent for,32,4,2100,1
2014,January,2014 3,Sweden,Auckland,Holiday / vacation,Backpackers,22,196,5974.209439,1
2014,January,2014 3,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,52,7.5,3347.68341,2
2014,January,2014 3,United States of America,Auckland,Visiting friends / relatives,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",80,14,2550,1
2014,January,2014 4,Australia,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",42,300,1200,1
2014,January,2014 4,Canada,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",27,267,11257.48032,1
2014,January,2014 4,France,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,323,10000,1
2014,January,2014 4,Germany,Auckland,Education,NA,20,256,47903.1635,1
2014,January,2014 4,Germany,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",20,341.5,15951.597845,2
2014,January,2014 4,Germany,Christchurch,Other,Farm-stay or Home-stay,20,315,10000,1
2014,January,2014 4,Singapore,Auckland,Holiday / vacation,Hotel,27,343,3400.88,1
2014,July,2014 1,Canada,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",57,174,15301.99842,1
2014,July,2014 1,Germany,Auckland,Education,Farm-stay or Home-stay,22,206,2000,1
2014,July,2014 1,Germany,Christchurch,Holiday / vacation,Backpackers,27,201,13114.87712,1
2014,July,2014 1,Japan,Auckland,Holiday / vacation,House / flat that you paid some rent for,32,189,4305.437493,1
2014,July,2014 1,Japan,Auckland,Visiting friends / relatives,Another place where you pay to park a caravan or campervan / motorhome overnight,32,163,2676.353036,1
2014,July,2014 1,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,22,172,700,1
2014,July,2014 2,Australia,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,16,1082.581027,1
2014,July,2014 2,Australia,Christchurch,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",62,1,324.774308,1
2014,July,2014 2,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,47,155,6766.1314167,2
2014,July,2014 2,Canada,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,22,356,10000,1
2014,July,2014 2,"China, People's Republic of",Auckland,Business,Hotel,32,275,10000,1
2014,July,2014 2,Germany,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,22,333,3600.4008495,2
2014,July,2014 2,Germany,Auckland,Other,Staying with family or friends,20.5,329,9597.837116,4
2014,July,2014 2,"Korea, Republic of",Auckland,Business,Hotel,47,5,2500,1
2014,July,2014 3,Argentina,Auckland,Holiday / vacation,Hotel,37,13,7262.545121666666,3
2014,July,2014 3,Argentina,Christchurch,Other,"Motel, Motor Inn or Serviced Apartment",42,2,500,1
2014,July,2014 3,Australia,Auckland,Business,Hotel,41,3.8,1683.88411888,5
2014,July,2014 3,Australia,Auckland,Conference / convention,Hotel,27,7,3794.205944,1
2014,July,2014 3,Australia,Auckland,Holiday / vacation,Hotel,32.142857142857146,7.142857142857143,1471.997158452381,21
2014,July,2014 3,Australia,Auckland,Other,Staying with family or friends,38.666666666666664,9.333333333333334,2870.7527760000003,3
2014,July,2014 3,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,39.607142857142854,9.214285714285714,1288.5208028678571,28
2014,July,2014 3,Australia,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",37,8,1470.24317,3
2014,July,2014 3,Australia,Christchurch,Conference / convention,"Motel, Motor Inn or Serviced Apartment",42,3,1316.523566,1
2014,July,2014 3,Australia,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37.93023255813954,11.255813953488373,2392.213813995349,43
2014,July,2014 3,Australia,Christchurch,Other,Staying with family or friends,42,5,516.8991293,2
2014,July,2014 3,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,43.59090909090909,8.409090909090908,1153.2226111181817,22
2014,July,2014 3,Australia,Queenstown,Conference / convention,Hotel,52,11,6308.342088,1
2014,July,2014 3,Australia,Queenstown,Holiday / vacation,Hotel,37.35294117647059,9.529411764705882,2837.159939117647,17
2014,July,2014 3,Australia,Wellington,Business,Hotel,41,3.2,1160,5
2014,July,2014 3,Australia,Wellington,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",40.75,5.5,1095.740318,4
2014,July,2014 3,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,45.30769230769231,8.5,1292.9572324692308,26
2014,July,2014 3,Austria,Auckland,Holiday / vacation,Bed and Breakfast,24.5,19,3225.702263,2
2014,July,2014 3,Austria,Christchurch,Holiday / vacation,Hotel,52,18,6601.84561,1
2014,July,2014 3,Belgium,Auckland,Holiday / vacation,Staying with family or friends,27,29,5501.538008,1
2014,July,2014 3,Belgium,Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",27,20,5108.571007,1
2014,July,2014 3,Brazil,Auckland,Conference / convention,Student residence,32,18,500,1
2014,July,2014 3,Brazil,Auckland,Holiday / vacation,Backpackers,22,10.5,1700,2
2014,July,2014 3,Brunei Darussalam,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",27,14,9336.221427,1
2014,July,2014 3,Canada,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",49.5,2.5,3823.815637,2
2014,July,2014 3,Canada,Auckland,Conference / convention,Staying with family or friends,32,9,3555.062028,1
2014,July,2014 3,Canada,Auckland,Holiday / vacation,House / flat that you paid some rent for,40.91111111111111,6.111111111111111,3757.6361677844443,45
2014,July,2014 3,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,39.77777777777778,18.22222222222222,1709.2470991999999,9
2014,July,2014 3,Canada,Christchurch,Holiday / vacation,Hotel,47,8,6000,2
2014,July,2014 3,Canada,Wellington,Holiday / vacation,Hotel,59.5,4.5,1866.2719098,2
2014,July,2014 3,Chile,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,8,2111.360676,1
2014,July,2014 3,"China, People's Republic of",Auckland,Business,House / flat that you paid some rent for,40.333333333333336,12.333333333333334,5055.558321333334,3
2014,July,2014 3,"China, People's Republic of",Auckland,Education,House / flat that you paid some rent for,27,3,538.4351177,1
2014,July,2014 3,"China, People's Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,37.76190476190476,7.600907029478457,3806.335655345238,42
2014,July,2014 3,"China, People's Republic of",Auckland,Other,"Youth Hostel, YMCA, YWCA",43.25,4,2141.2926047749997,4
2014,July,2014 3,"China, People's Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,38.625,17.625,3357.58338425,8
2014,July,2014 3,"China, People's Republic of",Christchurch,Holiday / vacation,Private Hotel / Guesthouse,37,11.5,11153.298869,2
2014,July,2014 3,Czech Republic,Christchurch,Holiday / vacation,NA,27,43,2275.465463,1
2014,July,2014 3,England,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",44.5,90.5,14294.3416945,4
2014,July,2014 3,England,Auckland,Holiday / vacation,House / flat that you paid some rent for,40.35897435897436,6.052631578947368,4329.07089931282,39
2014,July,2014 3,England,Auckland,Visiting friends / relatives,Staying with family or friends,40,10.911764705882355,3579.854814317143,35
2014,July,2014 3,England,Christchurch,Holiday / vacation,Hotel,44.5,15.25,3621.105972,4
2014,July,2014 3,England,Christchurch,Visiting friends / relatives,Staying with family or friends,48.666666666666664,26.833333333333332,1587.49143435,6
2014,July,2014 3,England,Wellington,Visiting friends / relatives,Staying with family or friends,67,36,791.8311407,1
2014,July,2014 3,France,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",29.5,25.5,3584.1023375000004,2
2014,July,2014 3,France,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,19.666666666666668,5914.578668333334,3
2014,July,2014 3,French Polynesia,Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",42,4,528.1476488,1
2014,July,2014 3,Germany,Auckland,Conference / convention,House / flat that you paid some rent for,47,16,1493.274602,2
2014,July,2014 3,Germany,Auckland,Education,House / flat that you paid some rent for,22,341,680.094889,1
2014,July,2014 3,Germany,Auckland,Holiday / vacation,House / flat that you paid some rent for,39.142857142857146,24.53361344537815,4619.781258464286,28
2014,July,2014 3,Germany,Auckland,Other,Staying with family or friends,30.75,98.5,2630.8130525,4
2014,July,2014 3,Germany,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,37,33,2357.802003,1
2014,July,2014 3,Germany,Christchurch,Holiday / vacation,Backpackers,37.166666666666664,23.333333333333332,6082.527007666667,6
2014,July,2014 3,Germany,Wellington,Holiday / vacation,Hotel,37,17,4500,1
2014,July,2014 3,Ghana,Christchurch,Visiting friends / relatives,Staying with family or friends,27,34,4950.06892,1
2014,July,2014 3,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,Staying with family or friends,33.25,20.25,3228.70898125,4
2014,July,2014 3,Hong Kong (Special Administrative Region),Auckland,Visiting friends / relatives,Staying with family or friends,22,14,500,1
2014,July,2014 3,Hong Kong (Special Administrative Region),Christchurch,Holiday / vacation,Staying with family or friends,52,12,1000,1
2014,July,2014 3,India,Auckland,Business,House / flat that you paid some rent for,29.5,31.5,5800,2
2014,July,2014 3,Indonesia,Auckland,Conference / convention,"Motel, Motor Inn or Serviced Apartment",47,3,300,1
2014,July,2014 3,Indonesia,Auckland,Holiday / vacation,Hotel,32,4.333333333333333,1412.9546555,3
2014,July,2014 3,Indonesia,Christchurch,Holiday / vacation,Hotel,36.2,5.8,3751.642517,5
2014,July,2014 3,Ireland,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,188,5114.722643,2
2014,July,2014 3,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,72,13,600,1
2014,July,2014 3,Ireland,Christchurch,Holiday / vacation,Private Hotel / Guesthouse,22,25,1700,1
2014,July,2014 3,Italy,Auckland,Holiday / vacation,Hotel,32,3,300,1
2014,July,2014 3,Italy,Wellington,Business,Hotel,37,2,943.1208014,1
2014,July,2014 3,Japan,Auckland,Business,Hotel,41.285714285714285,14.857142857142858,3571.7135502571427,7
2014,July,2014 3,Japan,Auckland,Conference / convention,Hotel,42,2,342.2913937,1
2014,July,2014 3,Japan,Auckland,Education,Farm-stay or Home-stay,35.285714285714285,12.857142857142858,2735.7078469714284,7
2014,July,2014 3,Japan,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",43.84615384615385,4.46042899408284,3250.5555921643268,52
2014,July,2014 3,Japan,Auckland,Other,Staying with family or friends,22,364,3500,1
2014,July,2014 3,Japan,Auckland,Visiting friends / relatives,"Youth Hostel, YMCA, YWCA",41.75,7,4428.0292522375,8
2014,July,2014 3,"Korea, Republic of",Auckland,Conference / convention,House / flat that you paid some rent for,35.75,3,1634.89640695,4
2014,July,2014 3,"Korea, Republic of",Auckland,Education,"Motel, Motor Inn or Serviced Apartment",39,3.6,3992.823051,5
2014,July,2014 3,"Korea, Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,40.743589743589745,3.871794871794872,2965.8979179641024,39
2014,July,2014 3,"Korea, Republic of",Auckland,Other,Hotel,32,2,2900,1
2014,July,2014 3,"Korea, Republic of",Auckland,Visiting friends / relatives,House / flat that you paid some rent for,38.333333333333336,3.741496598639456,3868.8698002714286,21
2014,July,2014 3,Lithuania,Christchurch,Holiday / vacation,Backpackers,22,12,2365.075052,1
2014,July,2014 3,Malaysia,Auckland,Business,Hotel,42,2.5,1677.8020864999999,2
2014,July,2014 3,Malaysia,Auckland,Holiday / vacation,Backpackers,30.333333333333332,16.333333333333332,13391.273953666667,3
2014,July,2014 3,Malaysia,Auckland,Visiting friends / relatives,Staying with family or friends,42,14,500,1
2014,July,2014 3,Malaysia,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32,7.5,1733.3333335,2
2014,July,2014 3,Mexico,Auckland,Holiday / vacation,Backpackers,22,6,1315.426463,1
2014,July,2014 3,Netherlands,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",35.333333333333336,39,2079.853336,3
2014,July,2014 3,Netherlands,Christchurch,Education,Staying with family or friends,20,57,5200,1
2014,July,2014 3,Netherlands,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",29.5,21,2829.3624045,2
2014,July,2014 3,Netherlands,Christchurch,Other,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",22,61,3458.109605,1
2014,July,2014 3,Northern Ireland,Auckland,Holiday / vacation,Hotel,62,6,5485.514859,1
2014,July,2014 3,Northern Ireland,Christchurch,Holiday / vacation,Backpackers,22,59,6334.649126,1
2014,July,2014 3,Russia,Christchurch,Holiday / vacation,Hotel,47,13,3000,1
